fast_ema,rsi_entry_min,rsi_entry_max,initial_sl_atr,trail_tier1_trigger,trail_tier1_distance,trail_tier2_trigger,trail_tier2_distance,time_stop_bars,0
10,50,75,2.5,4.0,1.5,6.0,3.0,72,232.85050864078883
10,50,75,2.5,4.0,2.0,8.0,3.0,96,185.02796996439415
10,50,75,2.5,4.0,2.5,6.0,4.0,48,0.0
10,50,75,3.0,2.0,2.5,5.0,4.0,72,1088.9133624758051
10,50,75,3.0,3.0,2.0,8.0,2.5,96,164.60114258397985
10,50,75,3.0,4.0,1.5,5.0,2.5,96,241.2991007412623
10,50,75,3.0,4.0,1.5,6.0,2.5,48,125.60561646247618
10,50,75,3.0,4.0,1.5,8.0,2.5,72,206.6707487569478
10,50,80,2.0,2.0,1.5,6.0,4.0,72,0.0
10,50,80,2.0,2.0,1.5,8.0,4.0,48,0.0
10,50,80,2.0,4.0,2.0,8.0,2.5,96,0.0
10,50,80,2.5,2.0,1.5,6.0,4.0,72,186.703011974011
10,50,80,2.5,3.0,1.5,5.0,2.5,72,226.2778294032261
10,50,80,2.5,3.0,2.0,6.0,2.5,72,0.0
10,50,80,2.5,4.0,1.5,5.0,4.0,48,0.0
10,50,80,2.5,4.0,2.0,5.0,3.0,96,271.8476202438779
10,50,80,3.0,2.0,1.5,8.0,4.0,48,0.0
10,50,80,3.0,2.0,2.0,5.0,2.5,96,204.09778786912005
10,50,80,3.0,3.0,1.5,6.0,3.0,72,0.0
10,50,80,3.0,3.0,2.0,6.0,4.0,96,1104.6513182111246
10,50,80,3.0,3.0,2.5,5.0,3.0,96,0.0
10,50,80,3.0,4.0,1.5,6.0,3.0,96,228.67217326430972
10,55,70,2.0,2.0,2.0,5.0,3.0,72,229.2473280356162
10,55,70,2.0,4.0,1.5,8.0,2.5,96,0.0
10,55,70,2.0,4.0,2.0,8.0,2.5,48,0.0
10,55,70,2.5,2.0,1.5,5.0,2.5,96,288.7970423792344
10,55,70,2.5,2.0,2.0,5.0,2.5,48,0.0
10,55,70,2.5,2.0,2.0,5.0,3.0,48,0.0
10,55,70,2.5,4.0,1.5,5.0,2.5,48,0.0
10,55,70,3.0,2.0,2.0,8.0,4.0,72,223.08217895044183
10,55,70,3.0,3.0,2.0,6.0,3.0,48,0.0
10,55,70,3.0,3.0,2.0,8.0,3.0,72,106.85430289205722
10,55,70,3.0,3.0,2.0,8.0,4.0,96,138.62360704450413
10,55,70,3.0,3.0,2.5,5.0,3.0,96,0.0
10,55,70,3.0,4.0,1.5,6.0,4.0,72,0.0
10,55,70,3.0,4.0,1.5,8.0,4.0,48,0.0
10,55,70,3.0,4.0,2.0,6.0,4.0,48,0.0
10,55,70,3.0,4.0,2.0,8.0,3.0,72,0.0
10,55,75,2.0,2.0,1.5,5.0,4.0,72,1119.8924018003459
10,55,75,2.0,2.0,1.5,6.0,2.5,96,220.39090092126065
10,55,75,2.0,2.0,2.0,8.0,3.0,96,206.8553358328062
10,55,75,2.0,2.0,2.0,8.0,4.0,96,191.13748840368194
10,55,75,2.0,2.0,2.5,5.0,3.0,72,0.0
10,55,75,2.0,3.0,2.0,8.0,4.0,96,102.62087200424654
10,55,75,2.0,3.0,2.5,6.0,3.0,48,0.0
10,55,75,2.0,4.0,1.5,5.0,3.0,72,0.0
10,55,75,2.0,4.0,2.5,6.0,3.0,72,0.0
10,55,75,2.5,3.0,1.5,8.0,4.0,96,255.6131773653352
10,55,75,2.5,4.0,1.5,8.0,4.0,48,0.0
10,55,75,2.5,4.0,2.0,5.0,2.5,72,161.89016155119444
10,55,75,2.5,4.0,2.0,6.0,3.0,72,134.270973147772
10,55,75,3.0,2.0,2.0,5.0,3.0,96,234.14595242582675
10,55,75,3.0,2.0,2.5,5.0,3.0,72,205.9794051375304
10,55,75,3.0,3.0,1.5,6.0,3.0,48,0.0
10,55,75,3.0,3.0,2.0,8.0,3.0,96,187.86792065131792
10,55,75,3.0,4.0,1.5,5.0,2.5,96,199.6057012924514
10,55,75,3.0,4.0,1.5,8.0,4.0,96,164.30790260820322
10,55,75,3.0,4.0,2.0,5.0,2.5,72,142.24268286815362
10,55,80,2.0,2.0,1.5,6.0,2.5,48,0.0
10,55,80,2.0,2.0,2.0,8.0,4.0,48,0.0
10,55,80,2.0,2.0,2.5,8.0,4.0,72,0.0
10,55,80,2.0,3.0,2.0,5.0,2.5,72,0.0
10,55,80,2.0,3.0,2.5,8.0,4.0,72,0.0
10,55,80,2.0,4.0,1.5,8.0,2.5,96,0.0
10,55,80,2.0,4.0,2.0,8.0,3.0,48,0.0
10,55,80,2.5,2.0,1.5,8.0,4.0,96,167.52289090407135
10,55,80,2.5,2.0,2.0,6.0,3.0,48,0.0
10,55,80,2.5,2.0,2.0,8.0,2.5,48,0.0
10,55,80,2.5,3.0,2.0,8.0,3.0,72,0.0
10,55,80,2.5,4.0,1.5,6.0,2.5,48,0.0
10,55,80,2.5,4.0,2.0,5.0,3.0,96,213.94756388103727
10,55,80,3.0,2.0,1.5,6.0,2.5,72,219.7951825635604
10,55,80,3.0,2.0,2.0,6.0,2.5,96,227.62575347689668
10,55,80,3.0,2.0,2.5,5.0,3.0,96,0.0
10,55,80,3.0,3.0,1.5,8.0,2.5,96,288.6330057883736
10,55,80,3.0,3.0,2.0,8.0,3.0,72,0.0
10,55,80,3.0,3.0,2.5,5.0,4.0,48,0.0
10,55,80,3.0,3.0,2.5,6.0,4.0,48,0.0
10,55,80,3.0,3.0,2.5,8.0,4.0,96,162.59000205694306
15,45,70,2.0,2.0,2.0,5.0,3.0,72,279.87529784030085
15,45,70,2.0,3.0,1.5,5.0,3.0,72,451.85593704064814
15,45,70,2.0,3.0,1.5,6.0,4.0,96,275.3627622962338
15,45,70,2.0,3.0,2.0,6.0,4.0,48,0.0
15,45,70,2.0,3.0,2.5,8.0,3.0,96,282.8616726168375
15,45,70,2.0,4.0,1.5,8.0,2.5,96,228.18124800335542
15,45,70,2.0,4.0,2.5,5.0,4.0,96,1320.4139496576859
15,45,70,2.0,4.0,2.5,6.0,4.0,96,1539.4803650245844
15,45,70,2.5,3.0,2.0,5.0,4.0,72,4054.192230732412
15,45,70,2.5,4.0,2.0,6.0,3.0,96,571.9783595320234
15,45,70,2.5,4.0,2.5,6.0,4.0,48,129.54221975639777
15,45,70,3.0,2.0,1.5,6.0,2.5,48,307.66968374274387
15,45,70,3.0,2.0,2.5,5.0,4.0,48,261.63413097665267
15,45,70,3.0,3.0,2.0,8.0,3.0,72,526.9757340551478
15,45,70,3.0,4.0,2.0,8.0,3.0,96,492.8616684969589
15,45,75,2.0,2.0,2.0,8.0,3.0,72,196.97187730645808
15,45,75,2.0,2.0,2.0,8.0,4.0,48,0.0
15,45,75,2.0,3.0,2.0,8.0,4.0,96,201.70859855722563
15,45,75,2.0,4.0,2.5,8.0,3.0,96,145.7761728513076
15,45,75,2.5,2.0,1.5,5.0,2.5,72,615.0807917543056
15,45,75,2.5,2.0,2.5,6.0,4.0,48,279.37084274748634
15,45,75,2.5,3.0,1.5,5.0,3.0,96,655.9180087254275
15,45,75,2.5,3.0,1.5,6.0,2.5,72,666.6117181309934
15,45,75,2.5,3.0,1.5,6.0,3.0,48,499.2073210109695
15,45,75,2.5,4.0,2.5,5.0,4.0,96,1633.0763877018442
15,45,75,3.0,3.0,2.5,5.0,4.0,96,1517.5497296335968
15,45,80,2.0,2.0,1.5,5.0,2.5,72,0.0
15,45,80,2.0,2.0,2.5,5.0,3.0,48,0.0
15,45,80,2.0,2.0,2.5,6.0,4.0,72,499.8918021449836
15,45,80,2.0,2.0,2.5,8.0,3.0,96,0.0
15,45,80,2.0,4.0,2.5,8.0,4.0,96,0.0
15,45,80,2.5,2.0,1.5,5.0,4.0,72,1527.5070610803825
15,45,80,2.5,2.0,2.0,5.0,2.5,96,307.00355215554896
15,45,80,2.5,2.0,2.5,6.0,3.0,48,231.9136430306472
15,45,80,2.5,3.0,2.0,6.0,2.5,96,652.3303863905791
15,45,80,2.5,3.0,2.0,8.0,4.0,48,0.0
15,45,80,2.5,4.0,2.0,6.0,2.5,48,0.0
15,45,80,2.5,4.0,2.0,8.0,4.0,96,489.82384992314553
15,45,80,3.0,2.0,2.5,8.0,3.0,72,273.3755352185009
15,45,80,3.0,3.0,2.0,6.0,2.5,72,160.90284830107876
15,45,80,3.0,4.0,1.5,8.0,2.5,48,0.0
15,45,80,3.0,4.0,2.0,5.0,2.5,72,281.88796674458735
15,50,70,2.0,2.0,2.0,6.0,2.5,48,0.0
15,50,70,2.0,2.0,2.0,6.0,2.5,72,219.4778249729809
15,50,70,2.0,2.0,2.0,6.0,4.0,96,1401.9577841922398
15,50,70,2.0,2.0,2.5,6.0,4.0,96,1107.8255951229125
15,50,70,2.0,3.0,2.0,6.0,4.0,72,1481.3709620895766
15,50,70,2.0,4.0,1.5,8.0,4.0,72,176.24275464340147
15,50,70,2.0,4.0,2.5,8.0,4.0,72,0.0
15,50,70,2.5,2.0,1.5,5.0,4.0,72,2406.414802913871
15,50,70,2.5,2.0,1.5,8.0,2.5,48,206.2165225811081
15,50,70,2.5,3.0,1.5,5.0,4.0,48,230.54056166936326
15,50,70,2.5,3.0,2.0,5.0,4.0,48,229.8905367727267
15,50,70,2.5,4.0,2.0,5.0,4.0,48,0.0
15,50,70,2.5,4.0,2.5,6.0,4.0,48,0.0
15,50,70,3.0,2.0,2.5,5.0,3.0,48,0.0
15,50,70,3.0,3.0,1.5,5.0,4.0,96,2947.4009876895143
15,50,70,3.0,4.0,2.0,8.0,2.5,48,192.93618613866602
15,50,70,3.0,4.0,2.5,5.0,4.0,48,0.0
15,50,75,2.0,2.0,2.0,6.0,2.5,96,177.4347748241407
15,50,75,2.0,2.0,2.5,8.0,4.0,48,0.0
15,50,75,2.0,3.0,1.5,6.0,4.0,72,201.69756647368303
15,50,75,2.0,3.0,1.5,8.0,4.0,96,254.45477776511467
15,50,75,2.0,4.0,1.5,8.0,2.5,48,0.0
15,50,75,2.5,3.0,2.0,5.0,2.5,72,441.82980982166646
15,50,75,2.5,4.0,2.0,6.0,3.0,96,317.4176238708375
15,50,75,3.0,2.0,2.0,6.0,4.0,48,193.46648477968384
15,50,75,3.0,3.0,1.5,8.0,2.5,96,231.65007503750584
15,50,75,3.0,3.0,2.5,6.0,4.0,48,0.0
15,50,75,3.0,3.0,2.5,8.0,4.0,48,0.0
15,50,75,3.0,4.0,1.5,5.0,2.5,48,142.68630512031464
15,50,75,3.0,4.0,1.5,8.0,3.0,48,104.83641250457254
15,50,75,3.0,4.0,2.0,5.0,3.0,48,0.0
15,50,75,3.0,4.0,2.5,5.0,4.0,48,0.0
15,50,80,2.0,2.0,1.5,5.0,2.5,72,0.0
15,50,80,2.0,3.0,2.0,6.0,4.0,96,337.81625616399367
15,50,80,2.0,3.0,2.0,8.0,3.0,72,0.0
15,50,80,2.0,4.0,1.5,8.0,4.0,72,0.0
15,50,80,2.5,2.0,1.5,5.0,3.0,48,199.5937925767806
15,50,80,2.5,2.0,1.5,8.0,4.0,48,124.26667538766901
15,50,80,2.5,3.0,1.5,6.0,3.0,48,0.0
15,50,80,2.5,3.0,2.0,8.0,4.0,96,304.18058390362154
15,50,80,2.5,3.0,2.5,5.0,3.0,72,0.0
15,50,80,2.5,4.0,1.5,8.0,4.0,72,0.0
15,50,80,2.5,4.0,2.5,6.0,3.0,48,0.0
15,50,80,3.0,3.0,1.5,5.0,2.5,72,200.20087875222137
15,50,80,3.0,3.0,2.0,8.0,3.0,72,0.0
15,50,80,3.0,4.0,1.5,8.0,3.0,72,148.7557627583256
15,55,70,2.0,2.0,1.5,5.0,3.0,48,0.0
15,55,70,2.0,2.0,1.5,8.0,4.0,48,0.0
15,55,70,2.0,3.0,1.5,8.0,2.5,48,0.0
15,55,70,2.0,4.0,1.5,8.0,2.5,96,139.81515430248055
15,55,70,2.0,4.0,2.0,5.0,2.5,72,0.0
15,55,70,2.5,2.0,1.5,8.0,2.5,48,225.0551710132956
15,55,70,2.5,2.0,2.0,5.0,3.0,48,301.25815448030505
15,55,70,2.5,2.0,2.0,5.0,3.0,96,350.0050565074559
15,55,70,2.5,3.0,1.5,5.0,2.5,48,304.37482331125614
15,55,70,3.0,2.0,1.5,6.0,2.5,48,257.9050954831105
15,55,70,3.0,2.0,1.5,8.0,3.0,72,343.1711975264507
15,55,70,3.0,2.0,2.0,5.0,4.0,48,252.70183401963467
15,55,70,3.0,3.0,1.5,8.0,4.0,48,212.28329737092707
15,55,70,3.0,3.0,2.0,6.0,4.0,96,1971.5213303708401
15,55,70,3.0,3.0,2.0,8.0,4.0,96,343.48344730369627
15,55,70,3.0,3.0,2.5,6.0,4.0,96,1954.0900355179733
15,55,70,3.0,4.0,1.5,8.0,3.0,48,0.0
15,55,70,3.0,4.0,2.0,6.0,3.0,48,0.0
15,55,70,3.0,4.0,2.0,8.0,4.0,48,0.0
15,55,70,3.0,4.0,2.5,8.0,3.0,48,0.0
15,55,75,2.0,2.0,1.5,6.0,2.5,48,149.0037956858597
15,55,75,2.0,2.0,1.5,8.0,2.5,48,156.13191399417062
15,55,75,2.0,2.0,1.5,8.0,4.0,96,216.32073575237817
15,55,75,2.0,3.0,1.5,5.0,4.0,48,0.0
15,55,75,2.0,3.0,2.5,5.0,3.0,72,0.0
15,55,75,2.0,4.0,1.5,5.0,4.0,72,849.8420501574517
15,55,75,2.0,4.0,1.5,8.0,4.0,72,0.0
15,55,75,2.5,2.0,2.0,5.0,2.5,96,415.1405318810612
15,55,75,2.5,2.0,2.5,8.0,4.0,72,309.4845003582739
15,55,75,2.5,4.0,1.5,8.0,4.0,72,218.0296728796745
15,55,75,2.5,4.0,2.0,6.0,4.0,48,0.0
15,55,75,2.5,4.0,2.0,8.0,3.0,72,206.96760984398327
15,55,75,3.0,2.0,1.5,5.0,3.0,72,342.719636718483
15,55,75,3.0,2.0,1.5,6.0,3.0,48,230.60076165524143
15,55,75,3.0,2.0,2.0,5.0,4.0,48,259.0018416053539
15,55,75,3.0,2.0,2.5,6.0,3.0,72,217.68619147005685
15,55,75,3.0,4.0,2.0,6.0,4.0,72,1219.454819187208
15,55,80,2.0,2.0,1.5,6.0,3.0,96,0.0
15,55,80,2.0,3.0,1.5,6.0,2.5,96,0.0
15,55,80,2.0,3.0,1.5,8.0,4.0,72,0.0
15,55,80,2.0,3.0,2.5,6.0,3.0,72,0.0
15,55,80,2.5,2.0,1.5,6.0,4.0,72,189.74275673965897
15,55,80,2.5,2.0,2.0,5.0,4.0,96,960.2901042240126
15,55,80,2.5,3.0,1.5,6.0,3.0,48,0.0
15,55,80,2.5,4.0,2.0,8.0,2.5,48,0.0
15,55,80,3.0,2.0,1.5,5.0,2.5,72,257.443227933982
15,55,80,3.0,2.0,1.5,8.0,4.0,72,165.50063144003596
15,55,80,3.0,2.0,1.5,8.0,4.0,96,165.95641175623024
15,55,80,3.0,2.0,2.5,8.0,3.0,48,0.0
15,55,80,3.0,3.0,1.5,6.0,3.0,48,0.0
15,55,80,3.0,3.0,1.5,6.0,3.0,72,169.2394016948584
15,55,80,3.0,4.0,2.0,5.0,3.0,96,349.3179642491629
15,55,80,3.0,4.0,2.0,6.0,3.0,96,229.3460763710055
