,Size,EntryBar,ExitBar,EntryPrice,ExitPrice,SL,TP,PnL,Commission,ReturnPct,EntryTime,ExitTime,Duration,Tag,"Entry_ATR(df,14)","Exit_ATR(df,14)","Entry_SMA(C,800)","Exit_SMA(C,800)","Entry_ADX(df,14)","Exit_ADX(df,14)",Entry_位(H),Exit_位(H),Entry_位(L),Exit_位(L)
149,51,25323,25383,95798.12,97590.56142857143,97590.56142857143,,81551.6901042858,9862.822752857144,0.016691901126482087,2024-11-21 04:00:00,2024-11-23 16:00:00,2 days 12:00:00,,898.6964285714306,335.59571428571405,76331.066225,78569.1903375,31.012857967045107,25.76149974940352,95904.0,99588.01,88722.0,90975.8
150,31,25659,25675,102964.0,98537.78428571428,98537.78428571428,,-143459.24245571438,6246.555312857143,-0.044945005036434414,2024-12-05 04:00:00,2024-12-05 20:00:00,0 days 16:00:00,,1358.9500000000012,1168.049285714285,87982.0543625,88625.03760000001,33.415107508814195,53.75363633352019,104088.0,104088.0,93578.17,93578.17
151,87,25908,25958,102946.55,105791.42714285714,105791.42714285714,,229344.10741714214,18160.20401142857,0.02560687235962999,2024-12-15 13:00:00,2024-12-17 15:00:00,2 days 02:00:00,,493.78214285714057,745.8642857142861,95906.25265000001,96947.5226875,39.301838549034834,33.044398675459256,103359.97,108353.0,97757.44,99700.0
152,-30,26024,26044,95473.74,97834.93428571428,97834.93428571428,,-76635.08879999956,5799.260228571429,-0.026756079315631516,2024-12-20 09:00:00,2024-12-21 05:00:00,0 days 20:00:00,,1322.1235714285701,761.6564285714277,97924.171575,98077.68914999999,55.88040008666178,21.305851451533535,108353.0,108353.0,95300.0,92232.54
153,-78,26269,26273,92680.52,94340.55857142858,94340.55857142858,,-144070.6527000007,14587.64412857143,-0.019929319019789754,2024-12-30 14:00:00,2024-12-30 18:00:00,0 days 04:00:00,,614.1421428571432,762.9214285714291,98276.186075,98274.20158749999,30.47649921328402,21.321696907434696,97544.58,97544.58,92613.0,91530.45
154,83,26370,26413,98527.97,97308.64714285714,97308.64714285714,,-117458.23636571474,16254.439222857141,-0.014363022746593908,2025-01-03 19:00:00,2025-01-05 14:00:00,1 days 19:00:00,,530.3321428571445,293.6207142857155,98141.654675,98235.36325000001,30.74114910346438,33.09374203395068,98697.86,98976.91,91530.45,93200.0
155,86,26429,26461,99600.0,100258.90285714285,100258.90285714285,,39477.7800685708,17187.865645714286,0.0046088750430291325,2025-01-06 06:00:00,2025-01-07 14:00:00,1 days 08:00:00,,490.0592857142848,423.56214285714566,98300.341875,98443.12296250001,28.89752357890981,32.29120714057954,99892.0,102724.38,94803.03,96402.82
156,-53,26467,26529,96451.99,95043.38571428572,95043.38571428572,,64506.77223000019,10149.254912857145,0.012618805584000928,2025-01-07 20:00:00,2025-01-10 10:00:00,2 days 14:00:00,,832.067857142859,601.9285714285714,98402.2571125,98014.4776375,56.492965105286544,30.071166208678534,102724.38,102724.38,96323.67,91203.67
157,63,26653,26678,98963.99,97373.11857142858,97373.11857142858,,-112594.13783999966,12369.237840000002,-0.01805918028510018,2025-01-15 14:00:00,2025-01-16 15:00:00,1 days 01:00:00,,682.7592857142839,756.884285714285,97371.90380000001,97317.02643749998,33.52395875059822,40.43871959165964,99073.39,100866.66,89256.69,89256.69
158,44,26689,26718,101659.8,102648.49857142856,102648.49857142856,,34513.17200571355,8989.565137142858,0.007715835294355491,2025-01-17 02:00:00,2025-01-18 07:00:00,1 days 05:00:00,,1018.825714285713,822.5485714285709,97300.57921249999,97334.24217499999,33.16593441779368,61.18780238785728,101833.28,105865.22,89256.69,94753.42
159,21,26766,26776,107482.36,100432.89285714286,100432.89285714286,,-152405.03031000006,4366.220310000001,-0.06752161373935484,2025-01-20 07:00:00,2025-01-20 17:00:00,0 days 10:00:00,,2163.222142857142,2530.269285714286,97219.90415000002,97251.3296375,34.09343117205471,31.52673565816588,109588.0,109588.0,97335.13,97335.13
160,69,27014,27041,105920.57,103495.9842857143,103495.9842857143,,-181746.1565314285,14449.742245714286,-0.024867712367592328,2025-01-30 15:00:00,2025-01-31 18:00:00,1 days 03:00:00,,639.9742857142846,725.6135714285712,99166.13848750001,99494.09690000002,57.882109807961115,31.383205702212937,106222.08,106457.44,97777.77,98864.0
161,-67,27075,27113,99206.85,99676.95714285715,99676.95714285715,,-44822.393650000144,13325.21507857143,-0.006743394735343423,2025-02-02 04:00:00,2025-02-03 18:00:00,1 days 14:00:00,,659.9771428571423,1298.0007142857128,99832.4769375,100000.33668749999,54.17373501175001,60.37665138959255,106457.44,106457.44,99148.91,91231.0
162,-79,27261,27268,95173.79,97284.65714285715,97284.65714285715,,-181962.72161000088,15204.217324285713,-0.02420125950642514,2025-02-09 22:00:00,2025-02-10 05:00:00,0 days 07:00:00,,631.0528571428575,863.8085714285719,99915.16251249998,99910.313375,34.27148865575825,35.77563469359887,100137.99,100137.99,94713.0,94713.0
163,-50,27622,27711,92432.07,84830.96571428572,84830.96571428572,,371192.0625000002,8863.151785714286,0.08031672611032081,2025-02-24 23:00:00,2025-02-28 16:00:00,3 days 17:00:00,,880.2507142857139,1372.5750000000003,98944.9838375,96914.80690000001,50.729589151202376,61.77424123867025,99475.0,96095.32,92368.0,78258.52
164,-105,27924,27977,84600.0,83247.09714285714,83247.09714285714,,124430.85480000074,17623.945200000002,0.014007751300236456,2025-03-09 13:00:00,2025-03-11 18:00:00,2 days 05:00:00,,461.78071428571377,1166.547142857142,93143.076175,92016.20390000001,32.20271154725744,14.29799853976101,92810.64,91100.0,84240.36,76606.0
165,-75,28141,28161,81365.78,83621.09999999999,83621.09999999999,,-181523.01599999942,12374.016,-0.029746004770064127,2025-03-18 14:00:00,2025-03-19 10:00:00,0 days 20:00:00,,599.9985714285701,381.76071428571385,89213.9995625,88877.3038625,47.938044201766445,51.89144236666988,85309.71,85117.04,81134.66,81134.66
166,90,28280,28333,87416.34,86484.86714285715,86484.86714285715,,-99483.66578571295,15651.108642857143,-0.01264493645336448,2025-03-24 09:00:00,2025-03-26 14:00:00,2 days 05:00:00,,481.18785714285644,478.5885714285687,87112.12681249999,86489.66290000001,71.01107352348807,13.689142821489023,87519.38,88765.43,83175.25,83625.1
167,-91,28378,28454,84941.49,83843.5557142857,83843.5557142857,,84552.58084000181,15359.439159999998,0.010938697213811764,2025-03-28 11:00:00,2025-03-31 15:00:00,3 days 04:00:00,,452.85642857143,685.3592857142867,85924.93598750001,84995.61859999999,37.09636676362032,48.95241089276367,88765.43,87728.27,84896.0,81278.52
168,62,28503,28508,86757.67,84339.44571428571,84339.44571428571,,-160537.92688857135,10608.021174285714,-0.02984544653433609,2025-04-02 16:00:00,2025-04-02 21:00:00,0 days 05:00:00,,681.4335714285709,1042.691428571429,84958.03941249999,84991.98667500001,30.293543623147084,34.72940794405356,87333.0,88500.0,81278.52,81278.52
169,-94,28601,28621,80808.81,80170.17857142857,80170.17857142857,,44899.32936000037,15132.024925714286,0.005910895606555836,2025-04-06 18:00:00,2025-04-07 14:00:00,0 days 20:00:00,,574.9114285714251,1531.8907142857154,84514.6459375,84305.00537500001,39.62942989841424,53.09504094564575,88500.0,84720.0,80562.0,74508.0
170,45,28721,28770,83930.0,83231.53571428571,83231.53571428571,,-38953.1619642859,7522.269107142856,-0.010313664022740034,2025-04-11 18:00:00,2025-04-13 19:00:00,2 days 01:00:00,,938.9100000000014,628.2771428571422,83256.5372625,83442.83181250001,49.53489151176212,24.72292552954462,84073.0,86100.0,74620.0,76844.01
171,93,28944,29092,86625.69,93668.7157142857,93668.7157142857,,638234.0116971416,16767.37973142857,0.07922281841069793,2025-04-21 01:00:00,2025-04-27 05:00:00,6 days 04:00:00,,482.731428571431,401.56357142857036,83788.8873,85155.7932,44.229502085605766,32.99177600169514,87010.0,95758.04,83736.26,91660.01
172,104,29194,29241,96169.01,95985.88,95985.88,,-39029.62855999897,19984.10856,-0.0039023474401992326,2025-05-01 11:00:00,2025-05-03 10:00:00,1 days 23:00:00,,414.65928571428645,281.0007142857118,86160.33216249998,86977.19168750002,44.24947391714295,33.515093892312784,96396.31,97895.68,92800.01,92910.0
173,71,29360,29461,99666.67,103137.94428571429,103137.94428571429,,232061.3466714287,14399.127614285715,0.03279400898443362,2025-05-08 09:00:00,2025-05-12 14:00:00,4 days 05:00:00,,561.9921428571449,767.7250000000016,88780.956975,91712.84026249999,37.89774079026621,34.99131677487141,99800.0,105819.45,93377.0,99090.66
174,146,29605,29609,104740.0,104104.48571428572,104104.48571428572,,-123276.38062857033,30491.294914285718,-0.008061473853623841,2025-05-18 14:00:00,2025-05-18 18:00:00,0 days 04:00:00,,348.0885714285697,544.4542857142858,95388.80837500001,95485.65960000001,43.25415194995873,58.85761089292128,104800.0,105980.0,101383.07,101383.07
175,52,29615,29619,106454.27,103133.90857142858,103133.90857142858,,-183557.37957142855,10898.585285714285,-0.03315930499681093,2025-05-19 00:00:00,2025-05-19 04:00:00,0 days 04:00:00,,959.2149999999986,1035.6492857142844,95632.95509999999,95732.4742375,49.82315238803711,37.31085297487611,106660.0,107108.62,101383.07,101383.07
176,48,29670,29722,107751.41,109531.38285714287,109531.38285714287,,75009.12308571496,10429.574057142858,0.014502734249934531,2025-05-21 07:00:00,2025-05-23 11:00:00,2 days 04:00:00,,908.5914285714285,577.8792857142835,97077.14307500001,98706.8812125,32.73358068717188,19.88267345097214,107985.05,111980.0,102000.0,102126.16
177,74,29977,30011,106481.76,104805.1,104805.1,,-139708.06763999918,15635.22764,-0.01773023717864905,2025-06-03 02:00:00,2025-06-04 12:00:00,1 days 10:00:00,,615.4278571428575,359.05928571428586,103386.538925,103800.6899125,27.643120767006366,17.79341773265702,106488.0,106794.67,103068.55,103285.71
178,-60,30043,30056,101914.76,103726.15000000001,103726.15000000001,,-121021.85460000084,12338.454600000001,-0.01979135220452869,2025-06-05 20:00:00,2025-06-06 09:00:00,0 days 13:00:00,,810.5600000000007,597.047857142857,104112.41286249999,104214.332775,26.908993316580744,52.9829495627155,106794.67,106794.67,101596.62,100372.26
179,147,30112,30188,106190.0,108392.83285714286,108392.83285714286,,292272.75357000006,31543.67643,0.01872351468392238,2025-06-08 17:00:00,2025-06-11 21:00:00,3 days 04:00:00,,301.5385714285741,528.7285714285712,104934.90061250002,105870.79076250002,30.4734329050922,21.30938827635444,106320.77,110530.17,100372.26,104964.14
180,-48,30216,30263,103797.81,105548.83285714286,105548.83285714286,,-94097.73600000012,10048.638857142858,-0.01888642448236635,2025-06-13 01:00:00,2025-06-15 00:00:00,1 days 23:00:00,,945.1335714285732,373.60857142857066,106007.9026,106069.45487500001,46.4273280216522,54.7985114983149,110530.17,110392.01,103213.87,102664.31
181,85,30307,30310,108652.01,106719.91714285714,106719.91714285714,,-182534.5066642853,18306.613807142858,-0.019764611665128946,2025-06-16 20:00:00,2025-06-16 23:00:00,0 days 03:00:00,,515.6907142857132,655.442857142857,106225.39591249998,106240.71725,55.07194177644016,54.5032846616159,108888.0,108952.38,102664.31,102664.31
182,-77,30328,30390,103630.67,105429.82428571429,105429.82428571429,,-154632.53806000052,16097.658060000002,-0.019378575666836862,2025-06-17 17:00:00,2025-06-20 07:00:00,2 days 14:00:00,,585.3314285714296,382.2185714285723,106310.14322499999,106409.666525,71.83578244674736,18.638680990253274,108952.38,108952.38,103500.01,103371.02
183,-62,30401,30431,103279.26,103372.11,103372.11,,-18569.08494000036,12812.38494,-0.0028999178537878665,2025-06-20 18:00:00,2025-06-22 00:00:00,1 days 06:00:00,,677.9314285714312,674.1521428571432,106427.7334875,106392.17985,37.85614413342932,42.57732227930261,108952.38,106524.65,102345.0,100837.9
184,-55,30446,30461,99628.29,102002.56714285715,102002.56714285715,,-141674.94000000082,11089.697142857141,-0.02585518631304428,2025-06-22 15:00:00,2025-06-23 06:00:00,0 days 15:00:00,,774.0892857142878,744.1292857142835,106323.93489999998,106228.4456625,37.73557515925104,42.856848639243076,106524.65,106524.65,99066.36,98200.0
185,74,30496,30614,106225.25,107696.18428571429,107696.18428571429,,93018.95100571468,15830.186137142857,0.011833465691335827,2025-06-24 17:00:00,2025-06-29 15:00:00,4 days 22:00:00,,582.2142857142857,260.3764285714257,106033.42885,105745.76658750001,41.47698296765607,45.31321526007934,106268.0,108528.5,98200.0,106356.76
186,106,30624,30637,108713.8,107135.43857142857,107135.43857142857,,-190186.33071714285,22880.01928857143,-0.016503982632773938,2025-06-30 01:00:00,2025-06-30 14:00:00,0 days 13:00:00,,393.6199999999995,346.79857142857094,105721.3618125,105699.7277125,33.8172664512414,24.37943334662173,108789.99,108789.99,106356.76,106356.76
187,-83,30667,30679,105398.52,107382.18714285715,107382.18714285715,,-182305.17154999997,17660.79869285714,-0.020839456284585372,2025-07-01 20:00:00,2025-07-02 08:00:00,0 days 12:00:00,,536.6528571428591,429.52642857142826,105652.061975,105651.0832625,31.686733604138844,32.99901751917746,108789.99,108789.99,105387.68,105100.19
188,87,30688,30732,109413.01,108222.09142857142,108222.09142857142,,-122544.16953857134,18934.25382428571,-0.012873731129937319,2025-07-02 17:00:00,2025-07-04 13:00:00,1 days 20:00:00,,508.0471428571431,358.39142857142724,105678.71699999999,105947.65600000002,45.58557073320744,46.83846518208183,109646.45,110529.18,105100.19,105100.19
189,76,30859,30975,111749.99,119497.23999999999,119497.23999999999,,571216.2105199988,17574.78948,0.06725730149953467,2025-07-09 20:00:00,2025-07-14 16:00:00,4 days 20:00:00,,621.5942857142862,973.4942857142856,106553.44679999999,108010.54117499999,28.353208753466912,57.85163911585953,111999.79,123218.0,107429.57,110500.0
190,-46,31410,31450,113836.92,114221.70428571428,114221.70428571428,,-28190.773859999845,10490.696717142859,-0.005383516261683877,2025-08-01 19:00:00,2025-08-03 11:00:00,1 days 16:00:00,,915.1571428571448,363.6607142857153,114816.9570875,115104.328025,51.5797975177657,28.06768385858229,119273.36,118922.45,113669.01,111920.0
191,109,31546,31643,116347.23,119920.11285714286,119920.11285714286,,363691.0910571432,25753.14037142857,0.02867808296154292,2025-08-07 11:00:00,2025-08-11 12:00:00,4 days 01:00:00,,389.77357142857153,756.6414285714293,115871.57301250001,116998.07498749999,30.154962189420775,56.048523151980355,116430.01,122335.16,112650.0,114787.98
192,57,31699,31715,122744.22,120255.32142857143,120255.32142857143,,-155718.19243285683,13850.973861428572,-0.022256837127297237,2025-08-13 20:00:00,2025-08-14 12:00:00,0 days 16:00:00,,757.5528571428575,869.0442857142833,117506.11113750002,117598.09885,32.3864850591079,43.691835998925946,122839.47,124474.0,116359.89,117608.01
193,-97,31801,31872,116269.53,114678.18714285713,114678.18714285713,,131958.3285800009,22401.928562857145,0.011700358124781353,2025-08-18 02:00:00,2025-08-21 01:00:00,2 days 23:00:00,,494.9857142857155,752.7292857142872,117518.0082,117154.09766249999,40.9417248134725,30.726007387457656,124474.0,118575.0,116166.03,112380.0
194,-80,31891,31909,112193.71,114115.68,114115.68,,-171862.35119999893,18104.7512,-0.01914794857929189,2025-08-21 20:00:00,2025-08-22 14:00:00,0 days 18:00:00,,561.33642857143,772.4771428571413,117041.50815,116930.06125,30.07484613762977,18.695503045837093,118316.01,116980.0,112015.67,111684.79
195,-47,31988,32014,109561.96,112113.43571428572,112113.43571428572,,-130338.10216999991,10418.74359857143,-0.025311258670436387,2025-08-25 21:00:00,2025-08-26 23:00:00,1 days 02:00:00,,896.9292857142874,700.5164285714283,116535.89488749999,116272.97325,43.10250442706165,25.40346703305488,117429.05,117174.43,109390.01,108666.66
196,-53,32078,32142,108198.66,109166.64000000001,109166.64000000001,,-62823.300900000555,11520.360900000001,-0.010955267837882685,2025-08-29 15:00:00,2025-09-01 07:00:00,2 days 16:00:00,,766.60642857143,564.6964285714306,115811.15061249999,115017.7296875,54.37452075734184,28.93413732733527,113485.9,113485.9,108103.0,107255.0
197,81,32365,32461,113951.99,115216.63285714285,115216.63285714285,,83873.4129771415,18562.65845142857,0.009086934192950072,2025-09-10 14:00:00,2025-09-14 14:00:00,4 days 00:00:00,,506.2007142857141,286.577857142859,113853.4138625,113491.2618,49.191279365148084,20.538093490824014,114313.13,116665.63,109977.0,112148.49
198,98,32525,32533,117108.31,115679.16571428571,115679.16571428571,,-162869.31261999972,22813.172619999998,-0.0141914076074411,2025-09-17 06:00:00,2025-09-17 14:00:00,0 days 08:00:00,,418.2964285714282,413.02785714285295,113124.0981875,113100.826625,35.22841054062856,29.702086548720484,117214.0,117286.73,114384.0,114384.0
199,56,32547,32578,117581.67,116394.03857142858,116394.03857142858,,-79609.9996799994,13102.63968,-0.012090380559681198,2025-09-18 04:00:00,2025-09-19 11:00:00,1 days 07:00:00,,716.3428571428584,326.25,113070.63896249999,113054.92723749999,34.28395264455552,38.167744765180025,117896.0,117900.0,114384.0,114384.0
200,-78,32646,32701,112800.77,113407.2042857143,113407.2042857143,,-64946.09628000042,17644.22199428572,-0.00738152993104579,2025-09-22 07:00:00,2025-09-24 14:00:00,2 days 07:00:00,,540.5278571428571,476.65071428571537,113008.592025,112950.79155000001,68.37699880998511,25.61593995653804,117900.0,116121.81,111800.0,111042.66
201,-67,32725,32798,111000.0,109951.79285714285,109951.79285714285,,55426.10845000053,14803.77012142857,0.007452750900901001,2025-09-25 14:00:00,2025-09-28 15:00:00,3 days 01:00:00,,627.2249999999985,208.9564285714275,112865.0629625,112522.27382499998,65.3187200638116,11.096929020415818,115747.23,113940.0,110629.99,108620.07
202,99,32821,32960,113227.29,122828.94714285714,122828.94714285714,,927194.4896657148,23369.567477142853,0.08271504957607206,2025-09-29 14:00:00,2025-10-05 09:00:00,5 days 19:00:00,,466.67714285714254,722.451428571427,112548.34758749999,114062.7565875,58.80110804212344,45.021916016117004,113490.0,125708.42,108620.07,114224.88
203,66,32994,33007,126011.18,123371.99142857142,123371.99142857142,,-190645.73502857162,16459.289314285714,-0.022923138588632794,2025-10-06 19:00:00,2025-10-07 08:00:00,0 days 13:00:00,,690.2899999999988,560.9335714285719,114616.80713749999,114820.77695,49.071454900420925,41.883869812569706,126199.63,126199.63,118516.39,119248.3
204,-38,33092,33133,114266.82,112667.63714285713,112667.63714285713,,52145.43920000078,8623.509371428572,0.012009158914197628,2025-10-10 21:00:00,2025-10-12 14:00:00,1 days 17:00:00,,2023.7135714285698,839.9914285714268,115961.1811125,115960.6417375,32.639410981458994,32.6929351951261,126199.63,124197.25,113039.0,102000.0
205,-51,33246,33296,106741.28,107922.7157142857,107922.7157142857,,-71201.0852099995,10947.863781428572,-0.013079285820818295,2025-10-17 07:00:00,2025-10-19 09:00:00,2 days 02:00:00,,869.4557142857177,496.8799999999995,115680.16341249998,115128.6041,65.58196684473418,13.84035732019127,115891.3,113520.88,106639.79,103528.23
206,69,33478,33505,114681.34,113635.70714285714,113635.70714285714,,-87902.5433957145,15753.876252857142,-0.011108606720899077,2025-10-26 23:00:00,2025-10-28 02:00:00,1 days 03:00:00,,586.4749999999985,596.3607142857145,113943.641775,114023.5056625,74.13287334512982,29.463482016776197,115466.8,116400.0,106666.69,109517.37
207,-80,33544,33579,111106.35,110108.78714285714,110108.78714285714,,62107.81760000086,17697.21097142857,0.006987428891328074,2025-10-29 17:00:00,2025-10-31 04:00:00,1 days 11:00:00,,582.4014285714293,917.0471428571442,114147.8451125,114148.6012375,36.671115639794905,47.5444758389609,116400.0,116400.0,110960.0,106304.34
208,-46,33663,33760,105745.71,102511.10857142857,102511.10857142857,,139211.85206000024,9579.813654285714,0.028619076934657747,2025-11-03 16:00:00,2025-11-07 17:00:00,4 days 01:00:00,,953.4757142857125,913.8314285714285,113864.0749625,111725.28346250001,56.53407278163177,22.928703079095445,111250.01,108333.0,105511.0,98944.36
209,-52,33883,34023,101297.31,93720.64,93720.64,,383845.90659999993,10140.933400000002,0.07287115570986039,2025-11-12 20:00:00,2025-11-18 16:00:00,5 days 20:00:00,,865.1478571428555,998.1757142857158,108794.0693375,105863.86122499999,36.00753322149257,55.15512105365365,107500.0,97411.11,100813.59,89253.78
210,-51,34072,34131,87878.1,86505.24714285714,86505.24714285714,,61121.94501000022,8893.550704285715,0.01363786324465371,2025-11-20 17:00:00,2025-11-23 04:00:00,2 days 11:00:00,,964.9700000000001,579.0178571428593,104875.92924999999,103127.25099999999,43.53246708517196,43.43038780864252,96043.0,93160.0,87487.95,80600.0
211,-66,34320,34356,87000.0,87762.46714285715,87762.46714285715,,-61857.15426000018,11534.322831428572,-0.010772754137930957,2025-12-01 01:00:00,2025-12-02 13:00:00,1 days 12:00:00,,700.1392857142865,582.942142857142,97916.4213125,96757.07195,37.785385922393225,39.92551195686758,93092.0,93092.0,86959.99,83822.76
212,60,34528,34559,94187.81,91226.77571428572,91226.77571428572,,-188786.93228571408,11124.875142857141,-0.03340611562609394,2025-12-09 17:00:00,2025-12-11 00:00:00,1 days 07:00:00,,769.0535714285714,837.3507142857155,93291.08108749999,92939.9583,29.22782494547696,17.03234587001464,94488.64,94588.99,87719.28,87719.28
213,-76,34671,34717,87033.21,88280.76571428572,88280.76571428572,,-108138.09644,13323.862154285716,-0.016348583374093693,2025-12-15 16:00:00,2025-12-17 14:00:00,1 days 22:00:00,,603.0321428571406,695.6571428571426,91041.24731250001,90197.6432625,30.464647275434242,32.43629953956651,93555.0,90634.55,86621.91,85146.64
214,-45,34747,34758,84483.8,88314.98142857142,88314.98142857142,,-180179.10944999964,7775.945164285715,-0.04739346726828097,2025-12-18 20:00:00,2025-12-19 07:00:00,0 days 11:00:00,,998.4699999999991,840.8671428571439,89849.8685125,89718.3014625,43.90527940938413,17.244200524108894,90365.85,90365.85,84481.31,84450.01
215,85,34835,34842,89945.43,88070.16285714286,88070.16285714286,,-174529.03253571352,15131.325392857143,-0.022828094053408535,2025-12-22 12:00:00,2025-12-22 19:00:00,0 days 07:00:00,,534.5792857142858,623.7357142857124,89208.6758125,89192.18016250001,31.51187134827696,37.232492757480614,90118.0,90588.23,84450.01,84450.01
216,105,34995,35000,90123.55,88489.67285714285,88489.67285714285,,-190311.48840000064,18754.388400000003,-0.020111173668972096,2025-12-29 04:00:00,2025-12-29 09:00:00,0 days 05:00:00,,427.1200000000005,594.3335714285734,89328.854,89340.72141249999,32.48829363859295,42.57059316487623,90169.06,90406.08,86655.08,86655.08
217,71,35104,35199,90376.05,92501.14285714284,92501.14285714284,,137897.31216428432,12984.280692857143,0.021490380076200504,2026-01-02 17:00:00,2026-01-06 16:00:00,3 days 23:00:00,,611.6321428571433,486.46642857143263,89044.7556875,89270.567675,59.08463609173848,18.509050068047173,90800.0,94789.08,86845.66,88459.96
218,99,35330,35335,92203.56,90476.4857142857,90476.4857142857,,-189065.678811429,18085.324525714284,-0.02071237088273567,2026-01-12 03:00:00,2026-01-12 08:00:00,0 days 05:00:00,,471.83857142857283,570.2457142857145,89336.1817,89329.7241625,29.96493384545752,23.376473710815826,92384.4,92519.95,89311.0,89311.0
219,79,35367,35438,93449.99,95084.85285714286,95084.85285714286,,114259.91312857135,14894.252585714286,0.015477026956190389,2026-01-13 16:00:00,2026-01-16 15:00:00,2 days 23:00:00,,561.3607142857124,397.82000000000073,89322.509375,89767.2833375,47.125647924617056,33.60860763576249,93450.0,97924.49,89850.0,90128.44
220,-87,35534,35608,90531.15,90509.64714285714,90509.64714285714,,-13879.800780000129,15750.54935142857,-0.0017622436034447886,2026-01-20 15:00:00,2026-01-23 17:00:00,3 days 02:00:00,,533.643571428572,578.3800000000005,90544.90167499999,90713.52963749999,70.20981876802773,21.370682602394357,95809.08,93420.0,90272.53,87263.53
221,-85,35659,35677,86495.17,88484.02571428572,88484.02571428572,,-183925.96735000025,14873.231635714286,-0.025016829379027706,2026-01-25 20:00:00,2026-01-26 14:00:00,0 days 18:00:00,,508.3457142857151,495.42785714285856,90745.688725,90748.13272499999,64.79251770498048,31.475883658867268,91224.99,91224.99,86194.85,86074.72
222,-71,35751,35876,84934.02,76778.89,76778.89,,567532.6133900003,11481.616610000001,0.09411325508906795,2026-01-29 16:00:00,2026-02-03 21:00:00,5 days 05:00:00,,595.9607142857141,1165.1992857142852,90822.9408875,89566.73742500001,64.47391045477775,57.69781570950074,90600.0,84621.16,84366.56,72945.5
223,-54,35897,35943,72576.08,69581.2657142857,69581.2657142857,,154043.47476000054,7676.496668571428,0.03930574563961028,2026-02-04 18:00:00,2026-02-06 16:00:00,1 days 22:00:00,,907.3914285714283,1290.3735714285701,89223.0257625,87958.5917,37.334563540621424,40.47231429523559,82928.2,79360.0,72169.0,60000.0
